word,furigana,translation,category,level
赤らむ,あからむ,to turn red; to blush,verb,n1
空き間,あきま,vacant room,noun,n1
呆れる,あきれる,to be amazed; to be dumbfounded,verb,n1
悪,あく,evil; wickedness,noun,n1
悪寒,おかん,chill,noun,n1
灰,はい,ash,noun,n1
悪循環,あくじゅんかん,vicious circle,noun,n1
悪条件,あくじょうけん,unfavorable conditions,noun,n1
悪性,あくせい,malignant,adjective,n1
悪態,あくたい,abusive language,noun,n1
悪天候,あくてんこう,bad weather,noun,n1
悪人,あくにん,villain; bad person,noun,n1
悪癖,あくへき,bad habit; vice,noun,n1
悪友,あくゆう,bad companion,noun,n1
倦ねる,あぐねる,to tire of doing; to fail to do,verb,n1
顎,あご,jaw; chin,noun,n1
麻,あさ,hemp; linen,noun,n1
明くる,あくる,"next; following (day, year)",adjective,n1
憧れ,あこがれ,longing; yearning; aspiration,noun,n1
欺く,あざむく,to deceive; to trick,verb,n1
鮮やか,あざやか,vivid; brilliant; clear,adjective,n1
嘲笑う,あざわらう,to ridicule; to sneer at,verb,n1
味わい,あじわい,flavor; taste; charm,noun,n1
焦る,あせる,to be impatient; to be in a hurry,verb,n1
褪せる,あせる,to fade (in color); to decline,verb,n1
彼処,あそこ,over there,pronoun,n1
値する,あたいする,to be worthy of; to deserve,verb,n1
あっけない,,all too brief; disappointingly quick,adjective,n1
あっさり,,lightly; simply; easily,adverb,n1
悪化,あっか,deterioration; worsening,noun,n1
圧巻,あっかん,highlight; masterpiece,noun,n1
呆気,あっけ,being taken aback,noun,n1
悪口,あっこう,slander; abuse (formal reading of わるくち),noun,n1
圧迫,あっぱく,pressure; oppression,noun,n1
誂える,あつらえる,to custom-order,verb,n1
当て,あて,aim; goal; reliance,noun,n1
宛,-あて,addressed to,suffix,n1
当て字,あてじ,phonetic-equivalent character,noun,n1
当て嵌める,あてはめる,to apply (a rule); to fit into a mold,verb,n1
跡継ぎ,あとつぎ,heir; successor,noun,n1
後回し,あとまわし,postponement; putting off,noun,n1
あながち,,not necessarily; not entirely,adverb,n1
侮る,あなどる,to look down on; to despise; to underestimate,verb,n1
油絵,あぶらえ,oil painting,noun,n1
炙る,あぶる,to scorch; to roast lightly,verb,n1
雨雲,あまぐも,rain cloud,noun,n1
甘口,あまくち,sweet flavor; sweet-talk,noun,n1
雨具,あまぐ,rain gear,noun,n1
天,あま,heaven; the sky,noun,n1
甘党,あまとう,person with a sweet tooth,noun,n1
編み物,あみもの,knitting; needlework,noun,n1
危ぶむ,あやぶむ,to fear; to have misgivings about,verb,n1
操る,あやつる,to manipulate; to operate,verb,n1
歩み,あゆみ,walking; progress,noun,n1
歩む,あゆむ,to walk,verb,n1
あら,,oh; ah,interjection,n1
予め,あらかじめ,in advance; beforehand,adverb,n1
荒らす,あらす,to devastate; to ransack,verb,n1
粗筋,あらすじ,outline; summary; plot,noun,n1
争い,あらそい,conflict; dispute; quarrel,noun,n1
改まる,あらたまる,to be renewed; to be formal,verb,n1
荒っぽい,あらっぽい,rough; coarse,adjective,n1
有りとあらゆる,ありとあらゆる,every single; every possible,expression,n1
有り触れる,ありふれる,to be common; to be commonplace,verb,n1
暗闇,くらやみ,darkness,noun,n1
暗殺,あんさつ,assassination,noun,n1
暗示,あんじ,hint; suggestion,noun,n1
暗礁,あんしょう,sunken rock; reef,noun,n1
暗算,あんざん,mental arithmetic,noun,n1
案じる,あんじる,to worry about; to be anxious,verb,n1
安静,あんせい,rest; quiet,noun,n1
案の定,あんのじょう,just as expected; sure enough,adverb,n1
塩梅,あんばい,seasoning; condition; state,noun,n1
言い合い,いいあい,quarrel; argument,noun,n1
言い訳,いいわけ,excuse; justification,noun,n1
家出,いえで,running away from home,noun,n1
家主,やぬし,landlord,noun,n1
如何,いか,how; in what way,adverb,n1
如何に,いかに,how; however much,adverb,n1
如何にも,いかにも,indeed; truly,adverb,n1
怒り,いかり,anger; rage,noun,n1
粋,いき,chic; stylish; refined,adjective,n1
意気込む,いきごむ,to be enthusiastic about,verb,n1
生き様,いきざま,way of life; lifestyle,noun,n1
意気地,いくじ,guts; backbone; self-respect,noun,n1
幾多,いくた,many; numerous,adjective,n1
戦,いくさ,war; battle,noun,n1
育成,いくせい,nurturing; training; cultivation,noun,n1
いけない,,must not do; wrong; no good,expression,n1
異見,いけん,different opinion; objection,noun,n1
意向,いこう,intention; inclination,noun,n1
移行,いこう,transition; migration,noun,n1
いざ,,now; well; come on,adverb,n1
碑,いしぶみ,stone monument,noun,n1
衣装,いしょう,costume; attire,noun,n1
意地,いじ,willpower; pride; stubbornness,noun,n1
移住,いじゅう,migration; immigration,noun,n1
弄る,いじる,to finger; to fiddle with; to tamper with,verb,n1
何れ,いずれ,which; who; anyway,pronoun,n1
異性,いせい,the opposite sex,noun,n1
依然,いぜん,still; as ever,adverb,n1
遺跡,いせき,historic ruins; remains,noun,n1
依存,いそん,dependence; reliance,noun,n1
委託,いたく,entrusting; consignment,noun,n1
頂,いただき,summit; peak,noun,n1
至って,いたって,extremely; very,adverb,n1
痛む,いたむ,to ache; to hurt; to feel pain,verb,n1
痛める,いためる,to injure; to hurt; to cause pain,verb,n1
炒める,いためる,to stir-fry,verb,n1
労る,いたわる,to be kind to; to console; to look after,verb,n1
一概に,いちがいに,(not) necessarily; (not) sweepingly,adverb,n1
一見,いちげん,first meeting; a glance,noun,n1
一言,ひとこと,a single word,noun,n1
一々,いちいち,one by one; in detail,adverb,n1
一様,いちよう,uniform; equal,adjective,n1
一律,いちりつ,uniform; even; across the board,adjective,n1
一連,いちれん,a series of; a chain of,noun,n1
一陣,いちじん,a gust of wind; a party,noun,n1
一息,ひといき,a breath; a pause; a short rest,noun,n1
一際,ひときわ,noticeably; remarkably; still more,adverb,n1
一筋,ひとすじ,single-minded; earnest,noun,n1
一昔,ひとむかし,ages ago; a decade ago,noun,n1
一目,いちもく,a glance; a look,noun,n1
一目置く,いちもくおく,to acknowledge someone's superiority,verb,n1
一気,いっき,in one go; in one breath,noun,n1
一心,いっしん,wholeheartedly,noun,n1
いっそ,,rather; sooner,adverb,n1
一帯,いったい,the whole area; a region,noun,n1
一敗,いっぱい,one defeat,noun,n1
一変,いっぺん,complete change,noun,n1
意図,いと,intention; aim,noun,n1
営む,いとなむ,to run (a business); to conduct (a ceremony),verb,n1
挑む,いどむ,to challenge; to tackle,verb,n1
稲光,いなびかり,flash of lightning,noun,n1
古,いにしえ,antiquity; ancient times,noun,n1
祈り,いのり,prayer,noun,n1
鼾,いびき,snore; snoring,noun,n1
今更,いまさら,at this late hour; now,adverb,n1
未だ,いまだ,still; not yet (with neg.),adverb,n1
移民,いみん,immigrant; emigrant; immigration,noun,n1
厭々,いやいや,unwillingly; reluctantly,adverb,n1
卑しい,いやしい,vulgar; greedy; base,adjective,n1
嫌がらせ,いやがらせ,harassment,noun,n1
愈々,いよいよ,more and more; finally; at last,adverb,n1
意欲,いよく,will; desire; ambition,noun,n1
衣料,いりょう,clothing,noun,n1
威力,いりょく,power; might; force,noun,n1
異例,いれい,exception; unusual case,noun,n1
慰労,いろう,appreciation for services,noun,n1
所謂,いわゆる,so-called,adjective,n1
印鑑,いんかん,personal seal; stamp,noun,n1
陰気,いんき,gloomy; melancholic,adjective,n1
隠居,いんきょ,retirement,noun,n1
上下,じょうげ,up and down; high and low,noun,n1
飢える,うえる,to starve; to hunger for,verb,n1
浮き,うき,buoy; float,noun,n1
請け負う,うけおう,to contract for; to undertake,verb,n1
受け止める,うけとめる,to catch; to accept; to take (criticism),verb,n1
受け流す,うけながす,to parry; to brush off; to deflect,verb,n1
受け継ぐ,うけつぐ,to inherit; to take over,verb,n1
兎角,とかく,anyway; somehow; tending to,adverb,n1
失せる,うせる,to disappear; to vanish,verb,n1
打ち明ける,うちあける,to confide in; to confess,verb,n1
打ち切る,うちきる,to terminate; to discontinue,verb,n1
打ち込む,うちこむ,to be absorbed in; to devote oneself to; to drive in,verb,n1
内訳,うちわけ,breakdown; itemization,noun,n1
訴え,うったえ,lawsuit; complaint,noun,n1
鬱陶しい,うっとうしい,gloomy; depressing,adjective,n1
俯く,うつむく,to look down; to hang one's head,verb,n1
虚ろ,うつろ,hollow; vacant,adjective,n1
腕前,うでまえ,skill; ability,noun,n1
自惚れる,うぬぼれる,to be conceited,verb,n1
生まれつき,うまれつき,by nature; innate,noun,n1
埋め込む,うめこむ,to embed; to bury,verb,n1
梅干し,うめぼし,pickled plum,noun,n1
裏返し,うらがえし,inside out,noun,n1
売り出す,うりだす,to put on the market; to launch,verb,n1
潤う,うるおう,to be moist; to profit from,verb,n1
売れ行き,うれゆき,sales; demand,noun,n1
上回る,うわまわる,to exceed; to surpass,verb,n1
植わる,うわる,to be planted,verb,n1
運営,うんえい,management; administration,noun,n1
うんざり,,fed up; bored; tedious,adverb,n1
運搬,うんぱん,transport; carriage,noun,n1
運用,うんよう,making use of; application; investment,noun,n1
会釈,えしゃく,slight bow; nod,noun,n1
抉る,えぐる,to gouge; to scoop out; to probe,verb,n1
会得,えとく,understanding; comprehension; grasp,noun,n1
獲物,えもの,prey; game; spoils,noun,n1
襟,えり,collar; lapel,noun,n1
婉曲,えんきょく,euphemistic; indirect,adjective,n1
遠隔,えんかく,remote; distant,noun,n1
縁側,えんがわ,veranda,noun,n1
縁談,えんだん,marriage proposal,noun,n1
円満,えんまん,harmonious; peaceful,adjective,n1
追い込む,おいこむ,to corner; to drive into,verb,n1
老いる,おいる,to grow old,verb,n1
負う,おう,to bear (a burden); to owe,verb,n1
黄金,おうごん,gold,noun,n1
黄身,きみ,egg yolk,noun,n1
応募,おうぼ,application,noun,n1
大方,おおかた,mostly; for the most part; probably,adverb,n1
大柄,おおがら,large build; large pattern,adjective,n1
おおよそ,,approximately; roughly; generally,adverb,n1
大筋,おおすじ,outline; general summary,noun,n1
大空,おおぞら,sky; heavens,noun,n1
冒す,おかす,to brave; to risk; to affect (a disease),verb,n1
臆病,おくびょう,cowardly; timid,adjective,n1
遅らす,おくらす,to delay; to put back,verb,n1
厳か,おごそか,solemn; austere,adjective,n1
奢る,おごる,to treat (someone) to a meal; to be arrogant,verb,n1
長,おさ,chief; head,noun,n1
お寒い,おさむい,poor; lame; chilly,adjective,n1
治まる,おさまる,to be at peace; to calm down,verb,n1
収まる,おさまる,to fit into; to be settled,verb,n1
納まる,おさまる,to be paid; to be supplied,verb,n1
お仕舞い,おしまい,the end,noun,n1
惜しむ,おしむ,to regret; to be frugal; to value,verb,n1
お洒落,おしゃれ,stylish; fashionable,adjective,n1
お節介,おせっかい,meddling; officious,noun,n1
襲う,おそう,to attack; to strike,verb,n1
恐れ,おそれ,fear; risk; awe,noun,n1
恐れ入る,おそれいる,to be grateful; to be sorry; to be humbled,verb,n1
落ち込む,おちこむ,to feel down; to get depressed; to fall into,verb,n1
落ち度,おちど,fault; mistake; error,noun,n1
お使い,おつかい,errand,noun,n1
お手上げ,おてあげ,all is lost; hopeless situation,noun,n1
衰える,おとろえる,to decline; to weaken; to decay,verb,n1
お供,おとも,attendant; companion,noun,n1
驚き,おどろき,surprise; astonishment,noun,n1
自ずから,おのずから,naturally; spontaneously,adverb,n1
怯える,おびえる,to be frightened; to be scared,verb,n1
夥しい,おびただしい,immense; vast; huge number of,adjective,n1
帯びる,おびる,to wear; to carry; to have a trace of,verb,n1
お袋,おふくろ,one's mother,noun,n1
溺れる,おぼれる,to drown; to indulge in,verb,n1
お負け,おまけ,bonus; extra; freebie,noun,n1
お宮,おみや,Shinto shrine,noun,n1
おむつ,,diaper; nappy,noun,n1
思惑,おもわく,speculation; expectation,noun,n1
趣,おもむき,charm; elegance; gist; appearance,noun,n1
赴く,おもむく,to proceed to; to head towards,verb,n1
おやつ,,mid-afternoon snack,noun,n1
及ぶ,およぶ,to reach; to amount to; to extend to,verb,n1
織,おり,weave; textile,noun,n1
檻,おり,cage; pen,noun,n1
折り返す,おりかえす,to fold back; to call back; to turn back,verb,n1
織る,おる,to weave,verb,n1
俺,おれ,"I (masculine, informal)",pronoun,n1
疎か,おろそか,negligent; careless,adjective,n1
仮,か,temporary; provisional,noun,n1
科,か,department; section (in an organization),noun,n1
階級,かいきゅう,(social) class; rank,noun,n1
会見,かいけん,interview; press conference,noun,n1
開催,かいさい,holding (an event); hosting,noun,n1
改札,かいさつ,ticket gate; ticket inspection,noun,n1
改修,かいしゅう,repair; renovation,noun,n1
怪獣,かいじゅう,monster,noun,n1
解除,かいじょ,cancellation; release; lifting (a ban),noun,n1
回送,かいそう,forwarding; out-of-service (bus/train),noun,n1
階層,かいそう,hierarchy; stratum; social class,noun,n1
開拓,かいたく,reclamation; pioneering; clearing (land),noun,n1
会談,かいだん,conference; talk,noun,n1
改築,かいちく,reconstruction; remodeling,noun,n1
改定,かいてい,"revision (of rules, prices, etc.)",noun,n1
街道,かいどう,highway (esp. historical),noun,n1
介入,かいにゅう,intervention,noun,n1
介抱,かいほう,nursing; looking after,noun,n1
解剖,かいぼう,dissection; autopsy,noun,n1
開幕,かいまく,raising the curtain; opening (of an event),noun,n1
改竄,かいざん,falsification; tampering,noun,n1
海路,かいろ,sea route,noun,n1
顧みる,かえりみる,to look back on (the past); to reflect,verb,n1
省みる,かえりみる,to reflect upon (oneself); to introspect,verb,n1
顔付き,かおつき,facial expression; looks,noun,n1
掲げる,かかげる,to put up (a sign); to advocate; to publish,verb,n1
踵,かかと,heel (of a foot),noun,n1
係,かかり,person in charge; duty,noun,n1
課外,かがい,extracurricular,noun,n1
書き取り,かきとり,dictation,noun,n1
掻き回す,かきまわす,to stir; to disturb; to ransack,verb,n1
欠く,かく,to lack; to chip,verb,n1
核,かく,nucleus; core,noun,n1
格,かく,status; rank; case (grammar),noun,n1
画,かく,stroke (of a character),noun,n1
格差,かくさ,disparity; gap,noun,n1
拡散,かくさん,diffusion; scattering; spread,noun,n1
確定,かくてい,decision; settlement; confirmation,noun,n1
獲得,かくとく,acquisition; attainment,noun,n1
確保,かくほ,securing; ensuring,noun,n1
革命,かくめい,revolution,noun,n1
確立,かくりつ,establishment,noun,n1
駆ける,かける,to run; to gallop,verb,n1
賭ける,かける,to bet; to wager; to risk,verb,n1
嵩張る,かさばる,to be bulky,verb,n1
嵩む,かさむ,to pile up; to increase,verb,n1
貸家,かしいえ,house for rent,noun,n1
畏まりました,かしこまりました,Certainly; right away,expression,n1
貸間,かしま,room for rent,noun,n1
箇所,かしょ,part; place; point,noun,n1
火傷,やけど,burn; scald,noun,n1
過剰,かじょう,excess; surplus,noun,n1
霞む,かすむ,to become hazy; to be blurred,verb,n1
化する,かする,to change into; to transform into,verb,n1
河川,かせん,rivers,noun,n1
化繊,かせん,synthetic fiber,noun,n1
片言,かたこと,broken (language); babbling,noun,n1
片付け,かたづけ,tidying up; cleaning up,noun,n1
片付く,かたづく,to be tidied up; to be settled,verb,n1
敵,かたき,enemy; rival,noun,n1
気質,かたぎ,disposition; temperament; spirit,noun,n1
活,かつ,vitality; life,noun,n1
嘗て,かつて,once; formerly,adverb,n1
画期的,かっきてき,groundbreaking; epoch-making,adjective,n1
活力,かつりょく,vitality; energy,noun,n1
過程,かてい,process; course,noun,n1
哉,かな,(classical sentence ender expressing exclamation),particle,n1
叶える,かなえる,to grant (a wish); to fulfill,verb,n1
金槌,かなづち,hammer,noun,n1
鉄棒,かなぼう,iron bar; horizontal bar (gymnastics),noun,n1
予て,かねて,previously; for some time,adverb,n1
兼ねる,かねる,to serve two or more functions; to be unable to (after a verb),verb,n1
かぶれる,,to get a rash; to be strongly influenced by,verb,n1
貨幣,かへい,money; currency,noun,n1
構え,かまえ,structure; posture; stance,noun,n1
構える,かまえる,"to set up (a house, store); to assume a stance",verb,n1
加味,かみ,taking into consideration; seasoning,noun,n1
噛み切る,かみきる,to bite off,verb,n1
過密,かみつ,overcrowded; dense,adjective,n1
瓶,かめ,earthenware pot,noun,n1
かも,,might; maybe; perhaps,expression,n1
揶揄う,からかう,to tease; to make fun of,verb,n1
躯,からだ,body; corpse (rare kanji for 体),noun,n1
空っぽ,からっぽ,empty; hollow,noun,n1
絡む,からむ,to entangle; to be involved with,verb,n1
借り,かり,debt; loan; borrowing,noun,n1
下吏,かり,lower-ranking official,noun,n1
かるた,かるた,karuta; Japanese playing cards,noun,n1
涸れる,かれる,to dry up; to be exhausted,verb,n1
過労,かろう,overwork,noun,n1
辛うじて,かろうじて,barely; narrowly,adverb,n1
交わす,かわす,to exchange; to dodge,verb,n1
代わる代わる,かわるがわる,alternately; in turn,adverb,n1
乾,かん,heaven; emperor,noun,n1
観,かん,view; outlook; appearance,noun,n1
館,かん,large building; hall,noun,n1
簡易,かんい,simple; easy,adjective,n1
感慨,かんがい,deep emotion; strong feeling,noun,n1
勘繰る,かんぐる,to be overly suspicious; to read too much into something,verb,n1
慣行,かんこう,custom; practice,noun,n1
勧告,かんこく,recommendation; advice,noun,n1
換算,かんさん,"conversion (e.g. currencies, units)",noun,n1
監視,かんし,surveillance; monitoring,noun,n1
慣習,かんしゅう,custom; social convention,noun,n1
観衆,かんしゅう,audience; spectators,noun,n1
干渉,かんしょう,interference; intervention,noun,n1
感触,かんしょく,sense of touch; feel; impression,noun,n1
頑丈,がんじょう,sturdy; solid; robust,adjective,n1
肝心,かんじん,essential; crucial; vital,noun,n1
勧誘,かんゆう,solicitation; invitation,noun,n1
緩やか,ゆるやか,loose; gentle; lenient,adjective,n1
癇癪,かんしゃく,temper; tantrum,noun,n1
頑固,がんこ,stubborn; obstinate,adjective,n1
癌,がん,cancer,noun,n1
元日,がんじつ,New Year's Day,noun,n1
元来,がんらい,originally; primarily,noun,n1
貫禄,かんろく,dignity; presence,noun,n1
官僚,かんりょう,bureaucrat,noun,n1
還暦,かんれき,60th birthday,noun,n1
貫徹,かんてつ,accomplishment; carrying through,noun,n1
感度,かんど,sensitivity,noun,n1
勘弁,かんべん,pardon; forgiveness,noun,n1
漢方,かんぽう,traditional Chinese medicine,noun,n1
看板,かんばん,signboard; sign; poster,noun,n1
冠,かんむり,crown; diadem,noun,n1
着飾る,きかざる,to dress up,verb,n1
気兼ね,きがね,feeling constrained; hesitation,noun,n1
気軽,きがる,lighthearted; casual; carefree,adjective,n1
危機,きき,crisis,noun,n1
聞き取り,ききとり,listening comprehension,noun,n1
効き目,ききめ,effect; effectiveness,noun,n1
帰京,ききょう,returning to Tokyo,noun,n1
基金,ききん,fund; foundation,noun,n1
棄権,きけん,abstention (from voting); renunciation,noun,n1
喜劇,きげき,comedy,noun,n1
起源,きげん,origin,noun,n1
機構,きこう,mechanism; organization,noun,n1
兆し,きざし,sign; omen; symptom,noun,n1
気障,きざ,snobbish; affected; pretentious,adjective,n1
兆す,きざす,to show signs of,verb,n1
軋む,きしむ,to creak; to squeak,verb,n1
気象,きしょう,weather; meteorological phenomena,noun,n1
記述,きじゅつ,description,noun,n1
奇跡,きせき,miracle,noun,n1
寄贈,きぞう,donation,noun,n1
規制,きせい,regulation; control,noun,n1
着せる,きせる,to dress someone; to put clothes on,verb,n1
貴族,きぞく,aristocrat; noble,noun,n1
偽造,ぎぞう,forgery; counterfeiting,noun,n1
汚らわしい,けがらわしい,filthy; dirty; obscene,adjective,n1
汚す,けがす,to defile; to disgrace; to pollute,verb,n1
獣,けもの,beast; animal,noun,n1
決意,けつい,determination; resolution,noun,n1
決議,けつぎ,resolution (of a committee),noun,n1
結合,けつごう,combination; union,noun,n1
蹴飛ばす,けとばす,to kick away; to reject,verb,n1
貶す,けなす,to disparage; to speak ill of,verb,n1
煙たい,けむたい,smoky; feeling awkward,adjective,n1
煙る,けむる,to smoke; to be hazy,verb,n1
家来,けらい,retainer; servant,noun,n1
圏,けん,sphere; range; circle,noun,n1
兼業,けんぎょう,sideline business; holding two jobs,noun,n1
権限,けんげん,authority; jurisdiction,noun,n1
懸賞,けんしょう,prize; reward,noun,n1
見地,けんち,point of view,noun,n1
賢明,けんめい,wise; prudent,adjective,n1
兼用,けんよう,serving a dual purpose,noun,n1
気配,けはい,sign; indication; presence,noun,n1
下位,かい,low rank; subordinate position,noun,n1
迎合,げいごう,pandering to; ingratiating oneself with,noun,n1
軽減,けいげん,reduction; mitigation,noun,n1
敬具,けいぐ,Sincerely yours (in a letter),expression,n1
軽率,けいそつ,rash; careless; hasty,adjective,n1
形態,けいたい,form; shape,noun,n1
傾倒,けいとう,adoration; deep admiration,noun,n1
系統,けいとう,system; lineage,noun,n1
軽蔑,けいべつ,contempt; scorn,noun,n1
劇団,げきだん,theatrical troupe,noun,n1
激励,げきれい,encouragement,noun,n1
月謝,げっしゃ,monthly tuition fee,noun,n1
げっそり,,haggard; gaunt,adverb,n1
月賦,げっぷ,monthly installment payments,noun,n1
下痢,げり,diarrhea,noun,n1
原,げん,original; raw; field,noun,n1
原形,げんけい,original form; prototype,noun,n1
現行,げんこう,current; in effect,noun,n1
原作,げんさく,original work,noun,n1
現地,げんち,on-site; local,noun,n1
原点,げんてん,origin; starting point,noun,n1
原典,げんてん,original text,noun,n1
原爆,げんばく,atomic bomb,noun,n1
原文,げんぶん,original text,noun,n1
厳密,げんみつ,strict; precise; rigorous,adjective,n1
弦,げん,string (of an instrument or bow); chord (geometry),noun,n1
言論,げんろん,speech; discourse,noun,n1
孤,こ,orphan; solitude,noun,n1
鈷,こ,cobalt,noun,n1
故,こ,the late; the deceased,noun,n1
恋しい,こいしい,yearned for; longed for; missed,adjective,n1
乞う,こう,to beg; to request,verb,n1
溝,こう,ditch; groove; gap,noun,n1
好意,こうい,good will; kindness,noun,n1
行為,こうい,act; deed,noun,n1
後衛,こうえい,rearguard; back (player),noun,n1
交易,こうえき,trade; commerce,noun,n1
光栄,こうえい,honor; glory,noun,n1
口が堅い,くちがかたい,tight-lipped; able to keep a secret,phrase,n1
足を運ぶ,あしをはこぶ,to go to the trouble of visiting,phrase,n1
頭を抱える,あたまをかかえる,to be at one's wit's end,phrase,n1
気が置けない,きがおけない,easy to get along with; not having to be formal with,phrase,n1
骨を折る,ほねをおる,to make a great effort,phrase,n1
話が弾む,はなしがはずむ,to have a lively conversation,phrase,n1
見当がつかない,けんとうがつかない,to have no idea,phrase,n1
途方に暮れる,とほうにくれる,to be at a loss,phrase,n1
割に合う,わりにあう,to be worthwhile; to pay off,phrase,n1
相づちを打つ,あいづちをうつ,to make agreeable responses in a conversation,phrase,n1
顔が広い,かおがひろい,to be well-connected; to know many people,phrase,n1
手を抜く,てをぬく,to cut corners; to do a shoddy job,phrase,n1
目がない,めがない,to have a weakness for,phrase,n1
油を売る,あぶらをうる,to slack off; to dawdle,phrase,n1
肩を持つ,かたをもつ,to side with; to support,phrase,n1
腹が立つ,はらがたつ,to get angry,phrase,n1
耳が痛い,みみがいたい,to be painfully true; to strike a nerve,phrase,n1
鼻が高い,はながたかい,to be proud,phrase,n1
心に刻む,こころにきざむ,to engrave in one's heart,phrase,n1
跡を継ぐ,あとをつぐ,to succeed; to take over,phrase,n1
波に乗る,なみにのる,to ride a wave of success,phrase,n1
輪をかける,わをかける,to exaggerate; to make something even more...,phrase,n1
釘を刺す,くぎをさす,to give a firm warning,phrase,n1
鶴の一声,つるのひとこえ,the final word from someone in authority,phrase,n1
棚に上げる,たなにあげる,to ignore one's own faults; to be a hypocrite,phrase,n1
犬も食わない,いぬもくわない,(of a quarrel) so tiresome that even a dog would ignore it,phrase,n1
図に乗る,ずにのる,to get carried away,phrase,n1
毒にも薬にもならない,どくにもくすりにもならない,to be harmless but useless,phrase,n1
雀の涙,すずめのなみだ,a tiny amount; a drop in the bucket,phrase,n1
言葉を濁す,ことばをにごす,to speak evasively,phrase,n1
あごで使う,あごでつかう,to order someone around arrogantly,phrase,n1
きらいがある,,to have a tendency to (usually negative),phrase,n1
琴線に触れる,きんせんにふれる,to strike a chord; to touch one's heartstrings,phrase,n1
采配を振る,さいはいをふる,to take command; to lead,phrase,n1
しくじる,,to fail; to mess up,verb,n1
しわ寄せ,しわよせ,negative consequences; burden; ripple effect,noun,n1
ぞくぞく,,"shivering; trembling (with cold, fear, or excitement)",adverb,n1
鼻であしらう,はなであしらう,to show contempt for; to snub,phrase,n1
背を向ける,せをむける,to turn one's back on,phrase,n1
〜もさることながら,,not only... but also,phrase,n1
ひと通り,ひととおり,in general; briefly; ordinary,noun,n1
まばゆい,,dazzling,adjective,n1
みすぼらしい,,shabby; seedy,adjective,n1
めどが立つ,めどがたつ,to have a rough idea of when something will be finished,phrase,n1
やむを得ない,やむをえない,unavoidable; inevitable,expression,n1
わだかまる,,to have ill feelings; to coil up,verb,n1
あてつけがましい,,spiteful; insinuating,adjective,n1
以ての外,もってのほか,outrageous; absurd,expression,n1
頭が上がらない,あたまがあがらない,to be unable to assert oneself against someone,phrase,n1
手を焼く,てをやく,to have a difficult time with; to be at a loss with,phrase,n1
足が棒になる,あしがぼうになる,for one's legs to be stiff as a board (from walking),phrase,n1
猫の手も借りたい,ねこのてもかりたい,to be extremely busy; so busy one would even ask a cat for help,phrase,n1
腑に落ちない,ふにおちない,unable to accept; hard to understand,phrase,n1
一長一短,いっちょういったん,having both pros and cons,phrase,n1
元の鞘に収まる,もとのさやにおさまる,to get back together (with an ex-partner),phrase,n1
高を括る,たかをくくる,to underestimate; to make light of,phrase,n1
匙を投げる,さじをなげる,to give up on (as hopeless),phrase,n1
話にならない,はなしにならない,out of the question; not worth talking about,phrase,n1
見当もつかない,けんとうもつかない,to have no idea,phrase,n1
歯が立たない,はがたたない,to be too difficult; to be no match for,phrase,n1
一か八か,いちかばちか,all or nothing; sink or swim,phrase,n1
相変わらず,あいかわらず,as usual; as ever,adverb,n1
言わずもがな,いわずもがな,needless to say,expression,n1
いざという時,いざというとき,in an emergency; when it counts,phrase,n1
